event_id,start_year,end_year,date_display,era,event_name,event_kind,region_culture,location,peoples_factions,named_figures,historical_summary,possible_gameplay_hooks,likely_household_effects,severity_1_to_5,date_precision,canon_status,source_url_1,source_url_2,research_notes,event_category,game_scope,affected_systems,implementation_priority,research_confidence,research_pass
GENS-HIST-0154,77,84,AD 77–84,Early Principate,Agricola's campaigns in Caledonia,War / Frontier,Caledonian,Northern Britain,Rome; Caledonian peoples,Agricola,Roman armies campaigned deep into northern Britain.,Frontier levies; fort building; supply contracts.,Security; trade; military demand,4,range,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,https://82nd-and-fifth.metmuseum.org/toah/ht/05/euw.html,,Conflict & Security,Local / Regional,Economy & Finance; Military & Security; Construction & Estates,High,High,repo
GENS-HIST-0155,79,79,AD 79,Early Principate,Eruption of Mount Vesuvius,Natural Disaster,Italian,Campania,Pompeii; Herculaneum; Stabiae,Pliny the Elder,Vesuvius buried major Campanian communities and killed thousands.,Guaranteed regional catastrophe; evacuation; inheritance; rebuilding elsewhere.,Population; land; housing; trade,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,https://82nd-and-fifth.metmuseum.org/toah/ht/05/eust.html,,Disaster & Public Health,Local / Regional,Economy & Finance; Legal & Court; Settlement & Demographics; Construction & Estates,Critical,High,repo
GENS-HIST-0156,79,79,AD 79,Early Principate,Vespasian dies; Titus succeeds,Imperial Succession,Roman,Rome,Flavian dynasty,Vespasian; Titus,Titus succeeded Vespasian.,Succession news; public largesse; patronage changes.,Stability; political standing,4,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,,,Politics & Government,Imperial / Urban,Politics & Patronage,High,High,repo
GENS-HIST-0157,80,80,AD 80,Early Principate,Colosseum inaugurated with games,Infrastructure / Festival,Roman,Rome,Imperial government; urban populace,Titus,The Flavian Amphitheater opened with prolonged inaugural games.,Festival crowds; animal demand; gambling; vendors; prestige.,Commerce; public mood; exotic goods,3,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,https://82nd-and-fifth.metmuseum.org/toah/ht/05/eust.html,,Religion & Culture,Imperial / Urban,Economy & Finance; Culture & Education,Medium,High,repo
GENS-HIST-0158,80,80,AD 80,Early Principate,Fire and epidemic in Rome under Titus,Natural Disaster / Epidemic,Roman,Rome,Urban population,Titus,Ancient accounts report another serious fire and epidemic during Titus's reign.,Relief; funerals; labor shortage; religious responses.,Health; housing; prices,4,exact,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/eust.html,,,Disaster & Public Health,Imperial / Urban,Economy & Finance; Religion; Disease & Public Health; Settlement & Demographics; Construction & Estates,High,High,v1
GENS-HIST-0159,81,81,AD 81,Early Principate,Titus dies; Domitian succeeds,Imperial Succession,Roman,Rome,Flavian dynasty,Titus; Domitian,Domitian succeeded his brother Titus.,New court policy; patronage realignment.,Political standing; stability,4,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,,,Politics & Government,Imperial / Urban,Politics & Patronage; Legal & Court,High,High,repo
GENS-HIST-0160,81,96,AD 81–96,Early Principate,Domitian prohibits castration,Law / Bodily Integrity,Roman,Empire-wide,Slave traders; elite households; physicians; enslaved people,Domitian,"Domitian issued a ban on making eunuchs, a measure tied to elite sexual and luxury practices as well as the slave market.",Household cannot commission castration; trader loses high-value market; physician faces prosecution.,Slavery; household law; medicine; luxury market,4,approximate_range,research_addition,https://www.cambridge.org/core/journals/classical-quarterly/article/abs/ne-spadones-fiant-domitians-emasculation-ban/AA28A138236A786D09D850B1544079B1,,,Law & Legal Status,Imperial,Economy & Finance; Legal & Court,High,High,v5
GENS-HIST-0161,85,85,AD 85,Early Principate,Domitian assumes perpetual censorship,Political Administration / Censorship,Roman,Rome,Senate; equestrian order; imperial court,Domitian,"Domitian made the censorial authority a continuing part of his imperial position, strengthening oversight of elite status and morals.",Senatorial review; elite rank threatened; moral-status enforcement; patron anxiety.,Politics; status; offices; reputation,4,exact,research_addition,https://www.livius.org/articles/person/domitian/,,,Politics & Government,Imperial / Urban,Politics & Patronage; Legal & Court,High,Medium,v4
GENS-HIST-0162,85,89,AD 85–89,Early Principate,Domitian's Dacian wars,War / Frontier,Dacian,Danube / Dacia,Rome; Dacians,Domitian; Decebalus,Dacian attacks and Roman campaigns ended in a negotiated settlement.,Danube mobilization; military taxes; engineering demand.,Security; recruitment; state contracts,4,range,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/eusb.html,,,Conflict & Security,Local / Regional,Economy & Finance; Military & Security,High,High,v1
GENS-HIST-0163,88,88,AD 88,Early Principate,Domitian celebrates the Secular Games,Religion / Festival,Roman,Rome,Roman state cult; urban populace,Domitian,Domitian staged a carefully dated celebration of the Secular Games.,Rare festival calendar; sacrifices; arena and theatrical demand; prestige display.,Commerce; piety; public mood,3,exact,research_addition,https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Secular_Games,,,Religion & Culture,Imperial / Urban,Economy & Finance; Religion; Culture & Education,Medium,High,v3
GENS-HIST-0164,89,89,AD 89,Early Principate,Revolt of Saturninus,Military Revolt,Roman / Germanic frontier,Upper Germany,Roman loyalists; rebel legions,Lucius Antonius Saturninus; Domitian,A provincial commander rebelled against Domitian but was quickly defeated.,Legion loyalty; purge of networks; frontier uncertainty.,Political risk; security,3,exact,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/euw.html,,,Conflict & Security,Regional,Politics & Patronage; Military & Security,Medium,High,v1
GENS-HIST-0165,92,92,AD 92,Early Principate,Domitian issues vineyard restriction edict,Economy / Agricultural Policy,Roman / Provincial,Italy and wine-producing provinces,Vine growers; grain farmers; provincial landowners,Domitian,"Domitian ordered restrictions on new vineyards in Italy and cuts to provincial vines amid concern over wine abundance and grain cultivation, though the measure was not fully enforced.",Crop-switch decision; provincial resistance; wine-price speculation; compliance inspection.,Agriculture; land use; wine prices; grain supply; legal risk,4,exact,research_addition,https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Suetonius/12Caesars/Domitian%2A.html,,Implementation was limited; model as policy shock/uncertainty rather than guaranteed empire-wide vineyard destruction.,Economy & Trade,Regional,Economy & Finance; Legal & Court; Religion; Settlement & Demographics; Construction & Estates; Culture & Education,High,High,v2
GENS-HIST-0166,93,93,c. AD 93,Early Principate,Domitian expels philosophers from Rome and Italy,Political Repression / Education,Roman / Hellenic,Rome and Italy,Philosophers; senators; imperial government,Domitian; Epictetus (traditionally associated),Domitianic repression included expulsions of philosophers and teachers regarded as politically troublesome.,Tutor expelled; intellectual circle disperses; books/patrons investigated.,Education; patronage; politics; migration,3,approximate,research_addition,https://www.livius.org/articles/person/domitian/,,,Politics & Government,Imperial / Urban,Politics & Patronage; Settlement & Demographics; Culture & Education,Medium,Medium,v4
GENS-HIST-0167,95,95,c. AD 95,Early Principate,Quintilian completes the Institutio Oratoria,Education / Literature,Roman,Rome,Teachers; advocates; elite families,Quintilian,"Quintilian's major treatise systematized rhetorical education and ideals of the orator, becoming a landmark of elite Roman pedagogy.",Prestigious tutor curriculum; child education option; rhetoric examination; manuscript acquisition.,Education; legal careers; prestige; culture,3,approximate,research_addition,https://www.cambridge.org/core/books/abs/cambridge-companion-to-quintilian/institutio-oratoria/4F41F58A31FD056BC05EB856D3976401,,,Knowledge & Culture,Imperial / Urban,Legal & Court; Religion; Culture & Education,Medium,Medium,v4
GENS-HIST-0168,95,95,AD 95,Early Principate,Via Domitiana opens a faster road to Puteoli and Campania,Infrastructure / Road,Italian,Campania,Travelers; merchants; Puteolan port interests,Domitian,"The Via Domitiana improved the overland connection from Rome toward the Bay of Naples and Puteoli, strengthening access to one of Italy's major ports.",Travel time falls; roadside property value rises; inn and transport demand; port trade increases.,Travel; trade; property; services,4,exact,research_addition,https://www.cambridge.org/core/books/cambridge-manual-of-latin-epigraphy/6E5F27E6D1DDA15A9BC7809E93B1778A/listing,,,Infrastructure & Settlement,Regional,Economy & Finance; Legal & Court; Travel & Trade Routes; Construction & Estates,High,High,v5
GENS-HIST-0169,96,96,AD 96,High Principate,Domitian assassinated; Nerva succeeds,Imperial Succession / Assassination,Roman,Rome,Senate; imperial court,Domitian; Nerva,Domitian's assassination ended the Flavian dynasty and brought Nerva to power.,Succession stabilization; senatorial relief; court turnover.,Political standing; patronage,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,,,Politics & Government,Imperial / Urban,Politics & Patronage; Legal & Court,Critical,High,repo
GENS-HIST-0170,96,96,AD 96,High Principate,Nerva restricts abusive enforcement of the Fiscus Judaicus,Economy / Religious Tax Reform,Roman / Jewish,Empire-wide,Jewish communities; tax officials; imperial treasury,Nerva,Nerva publicly advertised an end to abusive or accusatory enforcement practices surrounding the Jewish tax without abolishing the tax itself.,Tax investigation halted; disputed identity case; household avoids invasive inspection.,Taxes; religion; legal status; public trust,4,exact,research_addition,https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/nerva-the-fiscus-judaicus-and-jewish-identity/F09E1469321C1546ED49B92930850BFD,,,Economy & Trade,Imperial,Economy & Finance; Legal & Court; Religion,High,High,v4
GENS-HIST-0171,97,97,AD 97,High Principate,Nerva adopts Trajan as heir,Imperial Succession / Adoption,Roman,Rome,Imperial court; Senate; army,Nerva; Trajan,"Facing military pressure, Nerva adopted the respected general Trajan, creating a clear succession path.",Heir-recognition news; patron repositioning; army confidence; succession bets.,Political stability; patronage; military loyalty,4,exact,research_addition,https://www.livius.org/articles/person/trajan/,,,Politics & Government,Imperial / Urban,Politics & Patronage; Military & Security,High,High,v3
GENS-HIST-0172,98,98,AD 98,High Principate,Nerva dies; Trajan succeeds,Imperial Succession,Roman,Rome,Imperial government,Nerva; Trajan,Trajan's accession begins the game's recommended default-start moment.,Stable succession; new offices; military prestige expectations.,Patronage; stability,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,,Politics & Government,Imperial / Urban,Politics & Patronage; Military & Security,Critical,High,repo
GENS-HIST-0173,98,98,AD 98,High Principate,Tacitus publishes Agricola and Germania,Literature / Political Culture,Roman / Gallic / Germanic,Rome,Senatorial literary elite; readers interested in Britain and Germania,Tacitus,"Tacitus's earliest surviving works appeared around Trajan's accession, presenting his father-in-law Agricola's career and a famous ethnographic account of Germania.",Household library acquisition; political discussion; frontier-culture knowledge; elite education.,Education; culture; politics; World Knowledge,3,exact,research_addition,https://www.cambridge.org/core/journals/new-surveys-in-the-classics/article/abs/i-agricola-germania-dialogus/A4859C26843989A02375D43E8A457DE1,,,Politics & Government,Imperial / Urban,Politics & Patronage; Religion; Culture & Education,Medium,High,v5
GENS-HIST-0174,98,117,c. AD 98–117,High Principate,Trajan expands the alimenta child-support program,Economy / Social Welfare,Italian,Towns across Italy,Italian municipalities; landowners; children receiving support,Trajan,"The alimenta linked imperial capital to loans secured on Italian land, with interest supporting eligible children in participating towns.",Estate joins loan scheme; child stipend eligibility; municipal administration; land valuation.,Credit; land; household welfare; local prestige,4,approximate_range,research_addition,https://www.cambridge.org/core/journals/papers-of-the-british-school-at-rome/article/abs/purpose-and-organisation-of-the-alimenta/AD1C299A16A6D5FD4810BBEA7DEB20DC,,,Economy & Trade,Regional,Economy & Finance; Settlement & Demographics; Construction & Estates,High,High,v3
